Object ID,Circularity Factor ,Total Intensity GFP,Mean Intensity GFP,Total Intensity mCherry,Mean Intensity mCherry,Total Intensity Brightfield,Mean Intensity Brightfield,Position ,Area ,Well ,Parent Object ID (Well),Parent Trace ID,R01,strain
40195,1.1036061,1482432.0,1853.04,1914096.1,2392.6201,44673056.0,55841.32,1,800,24,23,-1,1,4
40329,1.099893,1559984.0,2234.9341,2117792.0,3034.0859,39943128.0,57225.109,1,698,24,23,-1,1,4
40336,1.0445147,2777328.0,2131.4873,3530624.0,2709.6116,76210400.0,58488.414,1,1303,24,23,-1,1,4
37133,1.0303044,1623280.0,1986.8788,1885200.0,2307.4663,49078860.0,60072.043,1,817,22,21,-1,1,4
39401,1.0531511,2574800.0,2151.0442,3162928.2,2642.3794,69671032.0,58204.707,1,1197,24,23,-1,1,4
36865,1.0592164,1092512.0,2163.3901,1586928.0,3142.4316,29864634.0,59137.891,1,505,22,21,-1,1,4
40732,1.0605846,1734528.0,2002.9192,2053583.9,2371.344,47475916.0,54822.074,1,866,24,23,-1,1,4
40593,1.1646721,1750944.1,2222.0103,2373648.0,3012.2437,45797560.0,58118.73,1,788,24,23,-1,1,4
35741,1.087909,1563584.0,1935.1287,1884048.1,2331.7427,47092280.0,58282.523,1,808,22,21,-1,1,4
39133,1.0741779,2195504.0,2150.3467,2765536.0,2708.6543,57992608.0,56799.812,1,1021,24,23,-1,1,4
38279,1.0998081,1115424.0,2290.3984,1390304.0,2854.8337,29924756.0,61447.137,1,487,23,22,-1,1,4
37777,1.0475025,2517584.0,1880.1971,3025568.0,2259.5728,78449816.0,58588.363,1,1339,23,22,-1,1,4
40550,1.0907693,2379568.0,2085.511,3174080.0,2781.8406,66776888.0,58524.879,1,1141,24,23,-1,1,4
39585,1.0399218,1888175.9,2205.813,2269360.0,2651.1216,47407556.0,55382.66,1,856,24,23,-1,1,4
39001,1.0273133,3237728.0,2099.6938,3993440.0,2589.7795,86153688.0,55871.395,1,1542,24,23,-1,1,4
39139,1.0756402,2760016.0,2113.3354,3587040.0,2746.585,72844400.0,55776.723,1,1306,24,23,-1,1,4
40214,1.0536992,2487088.0,2175.9299,3532864.0,3090.8696,69349680.0,60673.387,1,1143,24,23,-1,1,4
36501,1.0367696,1536080.0,1848.4717,1899456.0,2285.7473,51819532.0,62358.039,1,831,22,21,-1,1,4
39433,1.0201406,3179344.0,2215.5708,3772080.0,2628.6272,85710384.0,59728.488,1,1435,24,23,-1,1,4
40341,1.044396,2333392.0,2138.7644,2996752.0,2746.7937,63133260.0,57867.332,1,1091,24,23,-1,1,4
37030,1.0936479,1904672.0,2176.7681,2765632.0,3160.7222,51871584.0,59281.809,1,875,22,21,-1,1,4
38144,1.0980964,2748752.0,1948.0879,3541552.2,2509.959,79062056.0,56032.641,1,1411,23,22,-1,1,4
39492,1.0391511,1696944.0,2420.7476,2030128.0,2896.0457,39556656.0,56428.895,1,701,24,23,-1,1,4
38107,1.0599971,2773216.0,2252.8157,3986048.0,3238.0569,71331720.0,57946.156,1,1231,23,22,-1,1,4
35928,1.0582388,1628368.1,2090.3313,2251728.0,2890.5366,45465104.0,58363.422,1,779,22,21,-1,1,4
39353,1.0660447,1932896.0,2124.0615,2594064.0,2850.6199,50644172.0,55652.937,1,910,24,23,-1,1,4
40138,1.0337444,1103968.0,1890.3562,1634544.0,2798.8767,35889256.0,61454.203,1,584,24,23,-1,1,4
38419,1.072811,1753504.0,1818.9875,1960160.0,2033.361,60461928.0,62719.844,1,964,23,22,-1,1,4
38539,1.0456752,1962064.0,1798.4088,2145568.0,1966.6068,67171312.0,61568.57,1,1091,23,22,-1,1,4
37913,1.0416172,1626832.0,2189.5452,2295216.0,3089.1199,40445580.0,54435.504,1,743,23,22,-1,1,4
36095,1.0738073,2385088.0,2135.2622,3226032.0,2888.1218,64389876.0,57645.367,1,1117,22,21,-1,1,4
37656,1.045705,1834160.0,2011.1404,2270320.0,2489.386,54575236.0,59841.27,1,912,23,22,-1,1,4
37779,1.1432902,2061664.1,2161.0735,2692880.0,2822.7253,55599584.0,58280.488,1,954,23,22,-1,1,4
38115,1.0649193,1503296.0,1888.5629,1859856.0,2336.5024,45901724.0,57665.484,1,796,23,22,-1,1,4
39037,1.0541729,2003472.0,2135.8977,2702528.0,2881.1599,56953036.0,60717.523,1,938,24,23,-1,1,4
36753,1.1075156,1799359.9,2352.1045,2239200.0,2927.0588,43790412.0,57242.371,1,765,22,21,-1,1,4
39880,1.1668962,1256368.0,2292.6423,1463744.0,2671.0657,33827044.0,61728.184,1,548,24,23,-1,1,4
39427,1.0681323,1714720.1,2226.9092,2443776.0,3173.7351,45099352.0,58570.586,1,770,24,23,-1,1,4
36447,1.0685516,1921712.0,1954.946,2360064.0,2400.8789,56655500.0,57635.301,1,983,22,21,-1,1,4
39606,1.0242908,2808368.0,1881.0234,3585360.0,2401.4468,88816264.0,59488.453,1,1493,24,23,-1,1,4
36859,1.0524146,2625504.0,2200.7578,3151904.0,2641.9983,71283504.0,59751.473,1,1193,22,21,-1,1,4
37916,1.0494754,2296192.0,1822.3746,2596512.0,2060.7239,74454568.0,59090.93,1,1260,23,22,-1,1,4
38267,1.0541387,2238832.0,2205.7458,2714704.0,2674.5852,60304732.0,59413.527,1,1015,23,22,-1,1,4
37239,1.0429547,800032.0,1869.2336,867968.0,2027.9626,26590358.0,62127.004,1,428,22,21,-1,1,4
38050,1.077335,1409824.0,1864.8466,1533200.0,2028.0424,47072220.0,62264.84,1,756,23,22,-1,1,4
36801,1.0924106,1425456.0,2146.771,1853504.0,2791.4216,40520204.0,61024.402,1,664,22,21,-1,1,4
36475,1.0693294,2292144.0,1916.5083,3440064.0,2876.3076,70114984.0,58624.57,1,1196,22,21,-1,1,4
40741,1.082015,1330944.0,1963.0442,1598672.0,2357.9233,38133588.0,56244.23,1,678,24,23,-1,1,4
39467,1.0298467,2621360.0,2221.4915,3958832.0,3354.9424,68602448.0,58137.668,1,1180,24,23,-1,1,4
37088,1.045645,2642608.0,2174.9861,3494800.0,2876.3787,72854552.0,59962.594,1,1215,22,21,-1,1,4
35987,1.0531915,1578832.0,2195.8721,2184272.0,3037.9304,43201640.0,60085.73,1,719,22,21,-1,1,4
37308,1.0437578,2218528.0,2114.8979,3353648.0,3196.9951,60840444.0,57998.516,1,1049,23,22,-1,1,4
37629,1.0583791,2385152.0,2042.0822,2811712.0,2407.2876,65907872.0,56427.973,1,1168,23,22,-1,1,4
37766,1.0556049,2206048.0,2007.323,3087407.8,2809.2883,62849132.0,57187.562,1,1099,23,22,-1,1,4
35738,1.0385617,1997072.0,2097.7646,2455040.0,2578.8235,55557476.0,58358.691,1,952,22,21,-1,1,4
37545,1.1185156,2856032.0,2252.3911,3605296.0,2843.2935,72749536.0,57373.453,1,1268,23,22,-1,1,4
37835,1.0488326,1238752.0,1795.2927,1472560.1,2134.145,37457848.0,54286.734,1,690,23,22,-1,1,4
38836,1.0344896,2806287.8,2183.8816,3820720.0,2973.323,76178808.0,59283.117,1,1285,23,22,-1,1,4
39208,1.0332112,2337616.0,2065.0317,3209520.2,2835.2651,66811284.0,59020.57,1,1132,24,23,-1,1,4
40282,1.0868568,1342960.0,2169.5637,1650768.0,2666.8303,36981692.0,59744.254,1,619,24,23,-1,1,4
40346,1.0183311,1638800.0,1896.7593,2179824.0,2522.9443,51770132.0,59919.133,1,864,24,23,-1,1,4
37483,1.1406862,1835200.0,1868.8391,1995072.0,2031.6416,59669256.0,60762.988,1,982,23,22,-1,1,4
37096,1.0531938,1561520.0,2041.2026,2125344.0,2778.2275,45739008.0,59789.551,1,765,22,21,-1,1,4
38255,1.0578134,2025808.0,2159.71,3258304.0,3473.6716,54734100.0,58351.918,1,938,23,22,-1,1,4
36001,1.0784108,1467568.1,2164.5547,2007248.0,2960.5427,34592456.0,51021.32,1,678,22,21,-1,1,4
39903,1.1061412,1138784.0,2085.6851,1759552.0,3222.6228,32661910.0,59820.348,1,546,24,23,-1,1,4
40106,1.1153611,3067936.0,1998.6554,4530512.0,2951.4736,86905072.0,56615.68,1,1535,24,23,-1,1,4
36490,1.1403848,1398176.0,1747.72,1630608.0,2038.26,48578904.0,60723.629,1,800,22,21,-1,1,4
36585,1.0379536,2653680.0,2169.812,3361312.0,2748.4153,74926032.0,61264.129,1,1223,22,21,-1,1,4
40058,1.0415529,1456576.0,1931.7985,1648000.1,2185.6765,46193272.0,61264.289,1,754,24,23,-1,1,4
36999,1.1058896,2521392.0,2631.9331,2811280.0,2934.5303,56866860.0,59359.98,1,958,22,21,-1,1,4
36498,1.082259,2164400.0,2261.6509,2715440.0,2837.4504,53174508.0,55563.75,1,957,22,21,-1,1,4
39007,1.0397577,2972959.8,2102.5176,3959344.0,2800.1018,82605584.0,58419.789,1,1414,24,23,-1,1,4
38739,1.0676485,828432.06,2209.1521,1123328.0,2995.5413,20517408.0,54713.09,1,375,23,22,-1,1,4
36310,1.0278628,1291872.0,2104.0261,1741456.0,2836.2476,36718156.0,59801.555,1,614,22,21,-1,1,4
35678,1.0603387,2093616.0,2036.5914,2740560.0,2665.9143,57520804.0,55954.09,1,1028,22,21,-1,1,4
40631,1.0363306,3204912.2,2198.1565,3931216.2,2696.3074,85117768.0,58379.812,1,1458,24,23,-1,1,4
37773,1.0801912,3011264.0,2228.9148,3347408.0,2477.7261,75248720.0,55698.535,1,1351,23,22,-1,1,4
38823,1.0725173,2294272.0,2000.2372,2807616.0,2447.7908,62212952.0,54239.715,1,1147,23,22,-1,1,4
40659,1.0337574,3588112.0,2212.1528,4431408.0,2732.0642,98156592.0,60515.777,1,1622,24,23,-1,1,4
36436,1.1332134,1707808.0,1929.7266,2148016.0,2427.1367,54154680.0,61191.73,1,885,22,21,-1,1,4
38809,1.1189443,742448.06,2050.9614,905232.0,2500.6409,21795850.0,60209.531,1,362,23,22,-1,1,4
38465,1.0672361,2210304.0,2190.5886,3037632.0,3010.5371,59301760.0,58772.805,1,1009,23,22,-1,1,4
36783,1.0257359,789008.0,1843.4767,1050880.0,2455.3271,26379376.0,61634.055,1,428,22,21,-1,1,4
36080,1.0484846,1331328.0,1946.386,1880768.0,2749.6609,39413396.0,57621.926,1,684,22,21,-1,1,4
36150,1.0277625,1602816.0,1991.0758,2120848.0,2634.5937,49474916.0,61459.523,1,805,22,21,-1,1,4
39430,1.0889578,1783887.9,2098.6917,2864016.0,3369.4307,46275280.0,54441.508,1,850,24,23,-1,1,4
40577,1.0274419,2391200.0,1931.5024,2945216.0,2379.0112,75156376.0,60707.895,1,1238,24,23,-1,1,4
36938,1.0812497,1004672.0,2293.7717,1220192.0,2785.8264,25739358.0,58765.656,1,438,22,21,-1,1,4
38843,1.1075542,2424224.0,1983.8167,2897584.0,2371.1816,68767184.0,56274.293,1,1222,23,22,-1,1,4
37180,1.0876567,1633520.0,2094.2563,1849472.0,2371.1179,41401652.0,53079.043,1,780,22,21,-1,1,4
36829,1.0434811,2817968.0,1807.5485,2962640.0,1900.3464,93591912.0,60033.301,1,1559,22,21,-1,1,4
35837,1.0731779,1375840.0,2359.9314,1664880.0,2855.7119,33342576.0,57191.383,1,583,22,21,-1,1,4
39501,1.0564254,880896.0,2247.1836,1080256.0,2755.7551,21900906.0,55869.656,1,392,24,23,-1,1,4
38999,1.0360043,1841520.0,1978.0022,2663776.0,2861.1987,55691836.0,59819.371,1,931,24,23,-1,1,4
37349,1.1426478,2968592.0,2288.8142,3363264.2,2593.1104,74359784.0,57332.141,1,1297,23,22,-1,1,4
38189,1.0464036,1281792.0,2047.5911,1780576.0,2844.3706,37749412.0,60302.574,1,626,23,22,-1,1,4
35894,1.1240473,2343391.8,2114.9746,2897456.0,2615.0325,63483744.0,57295.797,1,1108,22,21,-1,1,4
36872,1.0441614,1591264.0,1966.9518,1891008.1,2337.4636,48837436.0,60367.66,1,809,22,21,-1,1,4
40641,1.0293761,2649760.0,2154.2764,3787855.8,3079.5576,71579640.0,58194.832,1,1230,24,23,-1,1,4
35756,1.0708107,1552368.1,2327.3884,2094736.0,3140.5337,37959396.0,56910.637,1,667,22,21,-1,1,4
40182,1.0320784,3225184.0,2116.2625,4588016.0,3010.5093,91549856.0,60072.086,1,1524,24,23,-1,1,4
36354,1.1495754,2307536.0,2045.688,3033104.0,2688.9219,69016088.0,61184.473,1,1128,22,21,-1,1,4
36714,1.0341416,1374240.0,1834.7664,1611088.0,2150.9854,45823760.0,61179.918,1,749,22,21,-1,1,4
37226,1.0236407,1790320.0,1834.3442,2069408.1,2120.2952,56220364.0,57602.832,1,976,22,21,-1,1,4
39950,1.0991168,1701952.0,1860.0569,2217792.0,2423.8164,51029428.0,55769.867,1,915,24,23,-1,1,4
38053,1.0881285,2203904.0,2160.6902,3099904.0,3039.1216,57250076.0,56127.527,1,1020,23,22,-1,1,4
36605,1.0484982,3489232.0,2268.6814,4413360.0,2869.5449,93245024.0,60627.453,1,1538,22,21,-1,1,4
40012,1.1394795,1213536.0,2329.2437,1401488.0,2689.9961,30702258.0,58929.477,1,521,24,23,-1,1,4
39500,1.1503472,1113024.0,1848.8771,1349040.0,2240.9302,35411816.0,58823.613,1,602,24,23,-1,1,4
37495,1.0664103,1558383.9,2248.7502,1891839.9,2729.9277,41514648.0,59905.695,1,693,23,22,-1,1,4
36905,1.036281,1933024.0,1871.272,2276768.0,2204.0349,63183232.0,61164.793,1,1033,22,21,-1,1,4
40370,1.0290166,2534592.0,2213.6174,3326048.0,2904.8455,68932640.0,60203.18,1,1145,24,23,-1,1,4
35719,1.085485,2390368.0,2113.4995,3064272.0,2709.3474,65444256.0,57864.062,1,1131,22,21,-1,1,4
37123,1.0710218,1637360.0,2332.4216,1860896.1,2650.8491,41212496.0,58707.262,1,702,22,21,-1,1,4
38064,1.0828402,2419888.0,2203.9053,2962735.8,2698.3022,66967244.0,60990.203,1,1098,23,22,-1,1,4
39331,1.111092,2988144.0,2039.6887,3751519.8,2560.7644,87173904.0,59504.371,1,1465,24,23,-1,1,4
38884,1.0363979,1657919.9,2170.0522,1954928.1,2558.8064,39582528.0,51809.59,1,764,23,22,-1,1,4
40707,1.0728204,1189584.0,1852.9346,1427616.0,2223.7009,37598724.0,58564.992,1,642,24,23,-1,1,4
38175,1.1050436,905664.0,1859.6797,1092992.0,2244.3367,29906260.0,61409.156,1,487,23,22,-1,1,4
36335,1.0734444,2106608.0,2147.4087,2765360.0,2818.9194,58753688.0,59891.629,1,981,22,21,-1,1,4
40027,1.046745,2322112.0,2203.1423,2908608.0,2759.5901,55061712.0,52240.715,1,1054,24,23,-1,1,4
35761,1.0791419,2880127.8,2287.6313,3648736.0,2898.1223,73227192.0,58162.98,1,1259,22,21,-1,1,4
39686,1.0315267,1127760.0,1716.5297,1182368.0,1799.6469,39390280.0,59954.762,1,657,24,23,-1,1,4
39372,1.0319636,1753968.0,2100.5605,2435424.0,2916.6755,49188736.0,58908.664,1,835,24,23,-1,1,4
35872,1.0908596,1542864.0,2027.4165,1825472.0,2398.7805,40713180.0,53499.582,1,761,22,21,-1,1,4
39774,1.1120754,1926656.0,1749.9147,2243824.0,2037.9873,63849000.0,57991.824,1,1101,24,23,-1,1,4
40405,1.0637869,2511184.0,2078.7947,4065760.0,3365.6953,71961224.0,59570.551,1,1208,24,23,-1,1,4
39013,1.0366106,1615776.0,2151.4993,2105616.0,2803.7498,42956252.0,57198.738,1,751,24,23,-1,1,4
40268,1.0523591,2942016.0,2068.9282,3701744.0,2603.1956,80979192.0,56947.391,1,1422,24,23,-1,1,4
37242,1.0300178,2915024.0,1995.2252,3217376.0,2202.1738,80456528.0,55069.492,1,1461,22,21,-1,1,4
39159,1.0519005,2143616.0,2212.1941,3239776.0,3343.4221,54717780.0,56468.297,1,969,24,23,-1,1,4
40168,1.0445017,1461648.0,2030.0667,2249888.0,3124.8445,44640496.0,62000.687,1,720,24,23,-1,1,4
38138,1.1340439,2415600.0,2033.3334,3455648.0,2908.7947,59321516.0,49933.937,1,1188,23,22,-1,1,4
37803,1.0671568,1725504.0,1902.4299,2069600.0,2281.8081,51384076.0,56652.785,1,907,23,22,-1,1,4
38393,1.0276324,2571552.0,2114.7632,3652768.0,3003.9211,72333824.0,59485.051,1,1216,23,22,-1,1,4
38266,1.0381044,1207584.0,1775.8588,1386992.0,2039.6941,42922424.0,63121.211,1,680,23,22,-1,1,4
40570,1.0703213,1266880.0,1998.2334,1529920.0,2413.123,39191432.0,61816.137,1,634,24,23,-1,1,4
38246,1.0987964,1975375.9,2244.7454,2642288.0,3002.6001,52936000.0,60154.547,1,880,23,22,-1,1,4
40366,1.0683725,1022592.0,1947.7943,1330272.0,2533.8513,31073360.0,59187.352,1,525,24,23,-1,1,4
40605,1.0448269,1855839.9,2188.4905,2347920.0,2768.7737,50154216.0,59144.121,1,848,24,23,-1,1,4
37236,1.0668484,2103472.0,2048.1714,2313488.0,2252.666,59687988.0,58118.781,1,1027,22,21,-1,1,4
35842,1.0709889,618560.0,1824.6608,661168.0,1950.348,20648332.0,60909.535,1,339,22,21,-1,1,4
37901,1.0210875,1372672.0,1818.1086,1698368.1,2249.4941,44399228.0,58806.926,1,755,23,22,-1,1,4
39350,1.1386944,1385104.0,2164.2251,2313408.0,3614.7,37738484.0,58966.379,1,640,24,23,-1,1,4
37364,1.096613,718447.94,2076.4392,1167248.0,3373.5491,18694362.0,54029.945,1,346,23,22,-1,1,4
36483,1.0809626,1619440.0,1867.8662,1985104.0,2289.624,49523448.0,57120.469,1,867,22,21,-1,1,4
39716,1.0738508,931072.0,1737.0746,931920.0,1738.6567,15049072.0,28076.627,1,536,24,23,-1,1,4
40515,1.0226528,1048400.0,2080.1587,1601104.0,3176.7937,29797020.0,59121.07,1,504,24,23,-1,1,4
38903,1.0789551,911760.0,2035.1786,1182336.0,2639.1428,25190532.0,56228.867,1,448,23,22,-1,1,4
40017,1.1145588,1601120.0,2034.46,2511600.0,3191.3596,46474784.0,59053.094,1,787,24,23,-1,1,4
40505,1.0823397,1247136.0,2203.4204,1606480.0,2838.304,33706828.0,59552.703,1,566,24,23,-1,1,4
36657,1.0859345,1361360.0,2019.8219,2123968.0,3151.2878,39317172.0,58334.082,1,674,22,21,-1,1,4
39583,1.0601024,1710960.0,2163.0342,2276400.0,2877.8762,40298816.0,50946.672,1,791,24,23,-1,1,4
37686,1.0245763,2337488.0,1952.7887,2770752.0,2314.7468,69822472.0,58331.219,1,1197,23,22,-1,1,4
38616,1.0423532,1452240.0,1871.4434,1823744.0,2350.1855,46640244.0,60103.406,1,776,23,22,-1,1,4
39048,1.0544632,2248016.0,2036.2463,3102992.0,2810.6812,64565844.0,58483.555,1,1104,24,23,-1,1,4
35648,1.045657,2221856.0,2244.2991,2823648.0,2852.1697,57372976.0,57952.5,1,990,22,21,-1,1,4
37261,1.0299935,1394192.0,1878.965,1714992.1,2311.3101,44299908.0,59703.379,1,742,22,21,-1,1,4
36836,1.0939862,1016480.0,2204.9458,1215728.0,2637.1541,28150976.0,61065.023,1,461,22,21,-1,1,4
38867,1.1159106,2053040.0,1874.9224,2444272.0,2232.2119,62360936.0,56950.625,1,1095,23,22,-1,1,4
39623,1.0644867,1518384.0,2094.3228,2113408.0,2915.0454,40998928.0,56550.246,1,725,24,23,-1,1,4
39247,1.0602272,1592768.0,1928.2905,2054160.0,2486.8765,49695788.0,60164.395,1,826,24,23,-1,1,4
38136,1.0953642,2295552.0,2275.0764,3064192.0,3036.8604,56952376.0,56444.375,1,1009,23,22,-1,1,4
40242,1.1059859,3262608.0,2323.7949,4041056.2,2878.2451,80396336.0,57262.348,1,1404,24,23,-1,1,4
35954,1.0202763,3010400.0,1833.3739,3482688.0,2121.0037,94550888.0,57582.758,1,1642,22,21,-1,1,4
37074,1.046216,2213328.0,2247.0334,2694000.0,2735.0254,58774252.0,59669.293,1,985,22,21,-1,1,4
36025,1.0318413,2380720.0,2168.2332,2945936.0,2683.0017,60974384.0,55532.227,1,1098,22,21,-1,1,4
39701,1.050657,3263664.0,2311.3767,3713680.0,2630.085,81252696.0,57544.402,1,1412,24,23,-1,1,4
38691,1.0309439,1625728.0,2065.728,2189120.0,2781.6011,48612304.0,61769.129,1,787,23,22,-1,1,4
37228,1.0658101,1627472.1,2141.4106,1941792.0,2554.9895,43213168.0,56859.43,1,760,22,21,-1,1,4
36639,1.0833908,2525072.0,2254.5286,3545520.0,3165.6428,66826448.0,59666.473,1,1120,22,21,-1,1,4
38835,1.1215582,989168.0,1928.2028,1254816.0,2446.0352,30949776.0,60330.949,1,513,23,22,-1,1,4
38372,1.0244075,825632.0,1787.0823,954208.0,2065.3853,28135108.0,60898.504,1,462,23,22,-1,1,4
39808,1.0651989,786368.0,2306.0645,923616.0,2708.5513,20546944.0,60254.965,1,341,24,23,-1,1,4
39307,1.0196785,4381104.0,2182.9119,6688048.0,3332.3608,120980330.0,60279.187,1,2007,24,23,-1,1,4
36013,1.0416113,1305472.0,2062.3569,1623360.0,2564.5498,36825392.0,58175.977,1,633,22,21,-1,1,4
37725,1.0494866,2005487.9,2172.793,2809776.0,3044.1777,52780664.0,57183.816,1,923,23,22,-1,1,4
35630,1.0534894,1664672.0,2093.927,1962016.0,2467.9446,44871224.0,56441.789,1,795,22,21,-1,1,4
39398,1.0481612,1321968.0,2394.8696,1950368.0,3533.2754,31066172.0,56279.297,1,552,24,23,-1,1,4
38069,1.0730193,2239040.0,2146.7305,2917968.0,2797.6682,60811296.0,58304.215,1,1043,23,22,-1,1,4
40226,1.0597669,1637136.0,1875.299,2393024.0,2741.1501,52617056.0,60271.543,1,873,24,23,-1,1,4
37742,1.120842,1916560.0,2357.3923,2154800.0,2650.4304,43767488.0,53834.547,1,813,23,22,-1,1,4
37603,1.1009898,1349935.9,2402.0212,1687744.0,3003.1033,32173266.0,57247.805,1,562,23,22,-1,1,4
40552,1.0658658,2133056.0,2058.9343,2878928.0,2778.8879,60869640.0,58754.48,1,1036,24,23,-1,1,4
38033,1.0597986,747904.0,1874.4462,911056.0,2283.3484,23769428.0,59572.5,1,399,23,22,-1,1,4
38567,1.0353756,3488496.0,2176.2295,4463904.0,2784.7187,93409136.0,58271.453,1,1603,23,22,-1,1,4
39225,1.0393174,2615856.0,2142.3882,3423248.0,2803.6428,60711984.0,49723.164,1,1221,24,23,-1,1,4
36772,1.1221107,1504224.0,2286.0547,2072368.0,3149.4954,37994032.0,57741.687,1,658,22,21,-1,1,4
40164,1.1157623,864544.0,2299.3191,1197664.0,3185.2766,22530470.0,59921.461,1,376,24,23,-1,1,4
39961,1.0231417,1334528.0,1939.7209,1828144.0,2657.186,41301424.0,60031.137,1,688,24,23,-1,1,4
39704,1.0496091,2799056.0,1962.8723,3884144.0,2723.8037,79853584.0,55998.305,1,1426,24,23,-1,1,4
38825,1.0988714,1399072.0,2234.9392,1794480.0,2866.5815,37014000.0,59127.793,1,626,23,22,-1,1,4
37041,1.0361127,1940864.0,2049.4868,2294464.0,2422.8765,53126636.0,56099.934,1,947,22,21,-1,1,4
38782,1.029517,1564384.0,2074.7798,1994592.0,2645.3474,43279616.0,57400.02,1,754,23,22,-1,1,4
35820,1.0630892,1418320.0,2064.5125,2024352.0,2946.655,39477464.0,57463.559,1,687,22,21,-1,1,4
39028,1.0600675,2115280.0,2194.2739,2816032.0,2921.1951,54478912.0,56513.395,1,964,24,23,-1,1,4
36394,1.0496366,1164992.0,2137.6001,1796096.1,3295.5891,32008706.0,58731.57,1,545,22,21,-1,1,4
39299,1.1192243,1482736.1,2136.5073,1997088.0,2877.6484,36121028.0,52047.59,1,694,24,23,-1,1,4
39955,1.0700766,1360496.0,2446.9353,1742992.0,3134.8777,33246400.0,59795.684,1,556,24,23,-1,1,4
37601,1.039684,1237824.0,1793.9479,1353056.0,1960.9507,39226288.0,56849.691,1,690,23,22,-1,1,4
36685,1.0649971,1985136.0,1848.3575,2459008.0,2289.5791,63514276.0,59138.059,1,1074,22,21,-1,1,4
36644,1.1409518,2868912.0,4023.7195,3609984.0,5063.0913,41788088.0,58608.82,1,713,22,21,-1,1,4
36638,1.1424125,2713840.0,2135.2007,3687792.0,2901.4885,73025280.0,57454.98,1,1271,22,21,-1,1,4
39831,1.0356169,2359104.0,2340.3809,3070816.0,3046.4443,58572552.0,58107.691,1,1008,24,23,-1,1,4
40388,1.0731635,1819903.9,2108.811,2295568.0,2659.9861,51862404.0,60095.484,1,863,24,23,-1,1,4
36139,1.0586885,1667872.1,2084.8401,2329360.0,2911.7,46783388.0,58479.234,1,800,22,21,-1,1,4
36328,1.0989013,2202144.0,2138.0039,2686224.0,2607.9844,58443712.0,56741.469,1,1030,22,21,-1,1,4
36524,1.0963064,1430048.0,2109.2153,2070032.0,3053.1445,40956924.0,60408.445,1,678,22,21,-1,1,4
39192,1.0259071,3235584.0,2164.2703,4356816.0,2914.2583,85091264.0,56917.234,1,1495,24,23,-1,1,4
38143,1.0772696,1161776.0,2247.1489,1293760.0,2502.4373,28099102.0,54350.293,1,517,23,22,-1,1,4
35701,1.1578536,1888864.1,2156.2375,2579344.0,2944.4565,47931472.0,54716.293,1,876,22,21,-1,1,4
36264,1.1186922,2616160.0,2217.0847,3393344.0,2875.7153,66825208.0,56631.531,1,1180,22,21,-1,1,4
38925,1.087222,1880000.0,2025.8621,2187920.0,2357.6724,53770324.0,57942.16,1,928,23,22,-1,1,4
35721,1.0282967,2510864.0,2059.7737,3161376.0,2593.4175,71659016.0,58785.086,1,1219,22,21,-1,1,4
38317,1.0525866,2092032.1,2192.9058,2766384.0,2899.7737,59607824.0,62481.996,1,954,23,22,-1,1,4
38408,1.0687562,1545488.0,1826.818,1794144.0,2120.7375,52903808.0,62534.051,1,846,23,22,-1,1,4
35789,1.0329822,3326880.0,2291.2397,3857616.0,2656.7603,83839696.0,57740.84,1,1452,22,21,-1,1,4
38850,1.0334426,2385456.0,1912.9559,2890624.0,2318.0625,71314448.0,57188.812,1,1247,23,22,-1,1,4
36014,1.0378056,1258944.0,1876.2206,1633840.0,2434.9329,38406352.0,57237.484,1,671,22,21,-1,1,4
39980,1.040647,3007840.0,2032.3243,4121920.0,2785.0811,91515416.0,61834.742,1,1480,24,23,-1,1,4
37114,1.0517361,965104.0,2036.0844,1271616.0,2682.7341,26966920.0,56892.234,1,474,22,21,-1,1,4
36503,1.1527241,867855.94,2066.3237,1087824.0,2590.0571,25127162.0,59826.578,1,420,22,21,-1,1,4
37914,1.0287635,2571200.0,2224.2214,3308320.0,2861.8684,70020368.0,60571.254,1,1156,23,22,-1,1,4
38209,1.0600865,2139440.0,2163.2356,2712784.0,2742.9565,59160356.0,59818.359,1,989,23,22,-1,1,4
35758,1.0561878,2592144.0,2041.0582,3255520.0,2563.4016,68979896.0,54314.879,1,1270,22,21,-1,1,4
36272,1.0419033,1625248.0,1960.4922,2254976.0,2720.1157,46235684.0,55772.84,1,829,22,21,-1,1,4
39917,1.0205605,2160560.0,1987.6357,2851200.0,2622.999,59807244.0,55020.465,1,1087,24,23,-1,1,4
36244,1.0247553,2262832.0,1851.7446,2810512.0,2299.928,73315992.0,59996.723,1,1222,22,21,-1,1,4
39534,1.1065349,2969472.0,2193.1108,4099424.0,3027.6396,74081184.0,54712.84,1,1354,24,23,-1,1,4
39152,1.109677,2175072.0,2036.5842,3070544.0,2875.0413,59114816.0,55350.953,1,1068,24,23,-1,1,4
39425,1.0554264,1299520.0,1930.9362,1825584.0,2712.6062,41404016.0,61521.57,1,673,24,23,-1,1,4
40264,1.040165,2642096.0,2303.4839,3777392.0,3293.2798,68923640.0,60090.355,1,1147,24,23,-1,1,4
38459,1.0292022,1761296.0,1819.5206,1990912.0,2056.7273,59970360.0,61952.852,1,968,23,22,-1,1,4
39228,1.0331115,2178704.0,2017.3185,2700400.0,2500.3704,60570076.0,56083.402,1,1080,24,23,-1,1,4
